country_name,year,gdp,popdensity,income_per_person,life_expectancy,total_population,m_in,m_out
South Asia,2000,629218217621.038,290.359119344,,,,,
South Asia (IDA & IBRD),2000,629218217621.038,290.359119344,,,,,
South Korea,2000,561633037419.537,487.3326871242,20757,76.3,46206271,233371,1930230
South Sudan,2000,,,2684,54.4,6692999,0,342628
Spain,2000,595402616546.895,80.6878076152,30647,79.2,40749800,1646790,1296623
Sri Lanka,2000,16330814179.9766,297.4804656355,4946,72.4,18783745,38504,980194
St. Martin,2000,,521.7647058824,,,27330,0,19733
Sub-Saharan Africa,2000,367684964386.555,28.2733218923,,,,,
Sub-Saharan Africa (excluding high income),2000,367065637596.616,28.2704372977,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2000,367684964386.555,28.2733218923,,,,,
Sudan,2000,12257418326.0734,14.6349591751,2258,62.4,28079664,767247,859202
Suriname,2000,892164393.939394,3.0817371795,9908,69.7,480751,16143,213169
Swaziland,2000,1524496383.18107,61.8438953488,5257,48.8,1063715,19504,33647
Sweden,2000,259802012617.057,21.6213603353,36816,79.7,8872284,916621,257059
Switzerland,2000,271659728209.379,181.7693047262,49083,79.8,7165581,1468417,367241
Syria,2000,19325894913.1254,88.9871041463,5188,74.4,16354050,296740,705114
Tajikistan,2000,860550294.273467,44.1994284081,1186,65.8,6186152,298933,501267
Tanzania,2000,10185786382.8283,38.3738880108,1488,54.3,33991590,920393,219819
Thailand,2000,126392308497.749,122.7139345065,8939,70.7,62693322,1257759,526580
The Bahamas,2000,6327552000,29.7593406593,25858,70.2,297891,36041,33725
The Gambia,2000,782915402.421095,121.4291501976,1564,63.6,1228863,177198,39930
Togo,2000,1294250233.18894,89.6255745541,1305,56.7,4874735,124475,263575
Tonga,2000,188623258.458914,135.9694444444,4605,69.6,97898,1039,46296
Trinidad and Tobago,2000,8154338232.95978,247.1695906433,17721,69.5,1267980,37801,302802
Tunisia,2000,21473188881.5933,61.4862255407,7464,75,9699192,29634,480116
Turkey,2000,266567532789.507,82.1695580993,13025,73.8,63240157,1175736,2812148
Turkmenistan,2000,2904662604.82053,9.5789138808,5351,63.7,4501419,215691,224559
Turks & Caicos Islands,2000,,19.8694736842,16099,,18876,7318,759
Tuvalu,2000,13741844.5911473,313.9666666667,3064,,9419,164,2601
U.S. Virgin Islands,2000,,310.3971428571,,77.57,108511,53509,4007
Uganda,2000,6193246837.09687,118.9011360793,1042,49.1,23757636,631630,552537
Ukraine,2000,31261718319.1794,84.8810701648,4809,67.3,48746269,5137559,5607505
United Arab Emirates,2000,104337372362.151,36.484784689,108048,73.3,3050128,2377888,110945
United Kingdom,2000,1554801028899.98,243.4279088993,32543,77.8,58867004,4692050,3849649
United States,2000,10284779000000,30.7973013299,45986,76.9,282895741,32512463,1988212
Upper middle income,2000,4217417407851.48,39.918274346,,,,,
Uruguay,2000,22823255801.8447,18.9763569878,12876,74.6,3321242,81477,234865
Uzbekistan,2000,13760374487.51,57.946403385,2471,67.6,24518222,1323853,1606869
Vanuatu,2000,272014693.050806,15.1811320755,2823,62.5,185058,1361,6459
Venezuela,2000,117147614565.563,27.7552032198,14461,73.8,24481477,1013437,317323
Vietnam,2000,33640085727.512,249.5688934611,2650,72,80285563,53376,1849385
West Bank and Gaza,2000,4313600000,485.4074750831,,,,,
World,2000,33321297208153.5,47.1274335883,,,,,
Yemen,2000,9636342274.82408,33.7049813436,4017,62.4,17795219,112692,528854
Zambia,2000,3600683039.73254,14.2391207845,2202,44.8,10585220,315441,160100
Zimbabwe,2000,6689957600,32.3122166214,2521,47.9,12499981,361939,310482
Afghanistan,2005,6275076016.47174,37.3739362191,1146,52,24399948,67045,3832306
Albania,2005,8158548716.52941,109.9082846715,7075,76.2,3082172,57570,964622
Algeria,2005,103198229168.23,13.9678919613,12077,74.8,33267887,235808,1590084
American Samoa,2005,,295.585,,72,59117,23552,2733
Andorra,2005,3248134606.77511,172.814893617,39787,84.3,81223,48526,5769
Angola,2005,28233712830.9035,14.3682858747,4667,55.2,17912942,51477,679427
Antigua and Barbuda,2005,997374111.111111,187.6477272727,21414,74.9,82565,24408,54533
Arab World,2005,1184734704133.27,23.0060774389,,,,,
Argentina,2005,220813784300.124,14.3039551429,12039,75.3,39145491,1613729,807217
Armenia,2005,4900469515.07252,105.8980330172,5297,71.8,3014917,439319,889547
Aruba,2005,2331005586.59218,555.7277777778,40737,74.32,100031,30144,12912
Australia,2005,693075477371.824,2.654777866,38840,81.2,20274282,4825070,428607
Austria,2005,314648986444.472,99.6346451925,40875,79.5,8234858,1136270,509821
Azerbaijan,2005,13245421880.834,101.5225018147,8052,68.2,8563398,299730,1447042
Bahrain,2005,15968726861.7021,1171.6405405405,44031,76.1,867014,392112,49851
Bangladesh,2005,69442943089.4309,1098.0254974264,1934,67.1,142929979,942533,5761972
Barbados,2005,3897500000,637.2395348837,15128,75,274013,20652,92114
Belarus,2005,30210091836.8294,47.6408815264,10851,68.7,9640616,1106673,1593486
Belgium,2005,387365999253.824,346.0573645971,39881,79.1,10561436,854807,440486
Belize,2005,1114202700,12.4190705831,8202,70,283279,40138,50588
Benin,2005,4803702821.08055,72.5644022703,1584,58.6,8182362,145428,400728
Bermuda,2005,4868136000,1283.08,56017,76.4,65124,17393,14693
Bhutan,2005,818869145.124717,17.0832699321,4565,69.3,651163,37191,117860
Bolivia,2005,9549077869.10651,8.4237099603,4578,70.2,9125405,105693,543973
Bosnia and Herzegovina,2005,11225138297.1959,74.8706445313,7751,77,3833377,46518,1504971
Botswana,2005,9931134940.51346,3.2890494592,11460,49.3,1864003,77166,30883
Brazil,2005,891629970423.924,22.5503808264,12373,72.4,188479240,622082,1212059
British Virgin Islands,2005,,154.46,,,23169,11635,5869
Brunei,2005,9531402847.87311,68.6696394687,74441,76.7,361889,97457,44592
Bulgaria,2005,29821662537.3229,71.243556701,12359,72.6,7682614,59498,913740
Burkina Faso,2005,5462709498.45119,49.0567580409,1232,55.9,13421929,557720,1312941
Burundi,2005,1117257279.46188,308.9646806854,692,54.7,7934213,156940,616787
Cambodia,2005,6293046162.12584,75.4592000906,1957,64,13320058,109499,668456
Cameroon,2005,16587858856.6778,38.3469759472,2532,54.9,18126999,241660,211052
Canada,2005,1169357979864.66,3.5533033999,40284,80.2,32256333,6071889,1167150
Cape Verde,2005,971977088.156914,117.6734491315,4604,69.3,474224,11813,141382
Caribbean small states,2005,46626975107.4739,16.4033987897,,,,,
Cayman Islands,2005,,202.5958333333,55970,,48623,21579,1268
Central African Republic,2005,1350301057.06866,6.5100131625,853,45.5,4055608,67223,131192
Central Europe and the Baltics,2005,883741483175.451,96.3074796562,,,,,
Chad,2005,6646663021.43571,7.9954987294,1803,53,10067932,342974,202232
Channel Islands,2005,8827272727.27273,795.3505154639,,,,68807,14847
Chile,2005,124404150138.227,21.648793865,16985,78.2,16096571,273384,537597
China,2005,2268598904116.28,138.8677660638,5675,71.9,1305600630,548425,7192592
Colombia,2005,146566266310.57,39.0136421812,9286,75.1,43285636,106966,1865899
Comoros,2005,380372892.606774,332.4191295003,1498,66,618632,11783,96141
Costa Rica,2005,19964925502.6464,83.193164904,10629,79,4247843,197870,116390
Croatia,2005,45416076680.8707,79.3781272337,19420,75.7,4378056,516819,853147
Cuba,2005,42644200000,105.7971815107,14200,77.1,11261052,15197,1134184
Curaçao,2005,,310.0405405405,,,129398,0,67407
Cyprus,2005,18270009451.3257,111.7517316017,33592,79,1032586,116207,153672
Czech Republic,2005,135990215966.674,132.166916904,25571,76.2,10230877,322540,633471
Democratic Republic of the Congo,2005,11964484667.9102,24.741199356,4978,56.7,3503086,493844,1080208
Denmark,2005,264559522419.917,127.7264199859,43919,78.3,5417692,440383,226916
Djibouti,2005,708633194.726566,33.5809318378,2240,60.7,778406,86580,12207
Dominica,2005,370370370.37037,94.056,8764,74.2,70542,3958,63379
Dominican Republic,2005,34004081037.3447,191.174772351,8772,73.3,9237565,371237,1002930
Early-demographic dividend,2005,4789642022155.79,81.1928573375,,,,,
East Asia & Pacific,2005,10109793687934.1,87.365306951,,,,,
East Asia & Pacific (excluding high income),2005,3098395166356.22,119.0598282349,,,,,
East Asia & Pacific (IDA & IBRD countries),2005,3092494831827.34,118.4580096391,,,,,
East Timor,2005,491000000,65.8507733692,1301,67.5,989497,9930,94532
Ecuador,2005,41507085000,55.3037204059,8582,74.1,13735232,152503,979264
Egypt,2005,89685725230.2517,75.2846602039,8556,70.1,74942115,262661,1898046
El Salvador,2005,17093800000,287.0273166023,6907,73,5947206,35894,1090590
Equatorial Guinea,2005,8217369092.65224,22.312513369,36200,56,625866,5325,67673
Eritrea,2005,1098425900.74116,41.4977524752,1332,59.9,4191273,12391,289428
Estonia,2005,14006093769.4317,31.9597782496,21651,72.5,1355662,233186,151554
Ethiopia,2005,12401139453.9738,76.608431,738,56.1,76608431,462542,519482
Euro area,2005,10533601232499.1,123.0118349073,,,,,
Europe & Central Asia,2005,16620602117941,31.7959662212,,,,,
Europe & Central Asia (excluding high income),2005,1662609599260.62,17.3713063258,,,,,
Europe & Central Asia (IDA & IBRD countries),2005,2012435813478.19,18.9508440681,,,,,
European Union,2005,14334011439138,117.0243111568,,,,,
Faroe Islands,2005,1730891409.07567,34.6253581662,,,48337,4372,12530
Federated States of Micronesia,2005,249845600,151.7114285714,3301,67.6,106198,121906,18153
Fiji,2005,3006725014.78415,44.9819376026,7169,64.8,821820,10829,155666
Finland,2005,204436015420.968,17.2234676122,38700,79,5246368,190386,303595
Fragile and conflict affected situations,2005,318331378027.345,25.791933493,,,,,
France,2005,2203678646934.46,115.3842821556,36395,80.4,61241700,6737600,1704429
French Polynesia,2005,,69.6404371585,,74.13,254884,28086,2751
Gabon,2005,9458884812.18106,5.3470601933,17069,60.1,1377777,208505,41071
Georgia,2005,6410941012.59189,73.3055740229,4716,71.8,4475273,195345,886964
Germany,2005,2861410272354.18,236.4646805826,37901,79.4,81246801,10131345,3571706
Ghana,2005,10731634116.7384,94.0033137031,2558,60.8,21389514,286975,559317
Gibraltar,2005,,2908,,,29080,7492,9666
Greece,2005,247783001865.44,85.2390535299,29768,79.6,11069662,1190707,894272
Greenland,2005,1650283229.19637,0.138713607,21846,69.1,56953,6533,14796
Grenada,2005,695370296.296296,302.7970588235,11892,70.3,102951,4557,63879
Guam,2005,,293.3351851852,,73.1,158401,72168,2684
Guatemala,2005,27211377220.0677,123.0263624487,6475,69.8,13183505,57179,718278
Guinea,2005,2937071767.25576,39.3497598893,1210,56,9669023,226466,370891
Guinea-Bissau,2005,586791836.059541,52.0193456615,1299,52.9,1462784,19654,85078
Guyana,2005,824880550.343965,3.7718821438,5140,64.4,742495,9984,386964
Haiti,2005,4310358095.62898,336.1178882438,1562,60,9263409,28304,957724
Heavily indebted poor countries (HIPC),2005,242142881352.012,27.6568945826,,,,,
High income,2005,37325946280335.1,31.6976771179,,,,,
Honduras,2005,9672035709.39793,61.490580034,3952,71.2,6880181,27737,438276
Hong Kong,2005,181570082162.19,6488.7619047619,40923,81.92,6842465,2524034,798532
Hungary,2005,112530908271.016,112.5662872447,22029,73.1,10095964,359080,475156
IBRD only,2005,9498589360334.93,60.3607427651,,,,,
Iceland,2005,16749309720.1251,2.9599401496,39108,81.7,296745,25492,28804
IDA & IBRD total,2005,10251803505085.7,56.6923810939,,,,,
IDA blend,2005,370480509228.552,70.1516607102,,,,,
IDA only,2005,385277966292.942,40.2348352428,,,,,
IDA total,2005,754991023849.671,47.634293612,,,,,
India,2005,834214699568.14,384.8816567391,3262,63.6,1144326293,5808175,9618037
Indonesia,2005,285868619205.805,124.8942646434,6892,68.7,226254703,258386,2714257
Iran,2005,219845971945.264,43.0580055878,14452,71.9,70122115,2288550,890692
Iraq,2005,49954890353.2609,61.7731257288,10489,65.7,27017712,107373,1474570
Isle of Man,2005,2971167185.35511,140.9561403509,,,80345,39596,8511
Israel,2005,142837533703.233,320.2449168207,25891,79.7,6603677,1438993,314659
Italy,2005,1852661936077.6,197.0812674237,37130,81.1,58657355,3954790,2772476
Ivory Coast,2005,17084928927.4555,57.0210754717,2828,53.4,18132702,1949646,694953
Jamaica,2005,11204416000,244.0998153278,8803,75.4,2677888,21721,889365
Japan,2005,4571867441130.41,350.5432098765,33916,82,126978754,1947221,717423
Jordan,2005,12588665303.244,60.4372393472,9293,74.5,5332982,2320998,434718
Kazakhstan,2005,57123671733.8952,5.6106341445,15619,65.3,15451752,3102962,3793782
Kenya,2005,18737895401.1349,62.1095688231,2240,57.2,35349040,695958,343057
Kiribati,2005,106149546.398169,113.9864197531,1792,60.8,92329,2104,4062
Kosovo,2005,3736599925.38241,156.6804445669,,,,,
Kuwait,2005,80797945205.4795,127.0260381594,92665,77.7,2263604,1267759,126441
Kyrgyzstan,2005,2460246796.05234,26.9165797706,2370,66.5,5115470,305941,659877
Laos,2005,2735558734.81409,24.8917331023,2930,60.1,5745012,16455,889183
Late-demographic dividend,2005,6138562245193.6,47.5114068677,,,,,
Latin America & Caribbean,2005,2866125967729.51,28.0816374406,,,,,
Latin America & Caribbean (excluding high income),2005,2379891742473.25,30.4344116789,,,,,
Latin America & the Caribbean (IDA & IBRD countries),2005,2717351161137.15,27.449127588,,,,,
Latvia,2005,16903250777.8469,35.9958679015,17192,71.1,2227559,376725,273070
Least developed countries: UN classification,2005,346657359898.701,37.3296021483,,,,,
Lebanon,2005,21287562189.0547,389.7228739003,12258,77.3,3986865,754130,617217
Lesotho,2005,1368352570.25144,63.4335968379,1810,43.1,1925844,3769,144122
Liberia,2005,550000000,33.9471137874,470,58.4,3269786,78219,361548
Libya,2005,47334148578.4164,3.2971930164,26967,75.4,5801543,625212,100544
Liechtenstein,2005,3659320086.68296,217.825,,,34852,18533,2953
Lithuania,2005,26125575942.2814,53.0077855775,18256,71.7,3343268,195223,417024
Low & middle income,2005,9575114912112.42,58.331233571,,,,,
Low income,2005,159881869940.843,36.327941685,,,,,
Lower middle income,2005,2179329700198.08,115.5786462659,,,,,
Luxembourg,2005,36977365999.2538,179.5976833977,88944,80,457847,150391,46461
Macau,2005,12092284455.3182,16719.6071428571,64277,78.67,468149,259447,115147
Madagascar,2005,5039293030.82367,31.4516525089,1393,61.2,18290394,19070,147845
Malawi,2005,3655892941.67281,135.2126219771,609,48.5,12747846,173395,224606
Malaysia,2005,143534102611.497,78.5150631563,17929,74.3,25796124,1583398,1379807
Maldives,2005,1119806500,1070,8619,76.9,304968,42763,1762
Mali,2005,6245031690.06808,10.5568673731,1483,56.9,12881384,187038,749259
Malta,2005,5990648161.96588,1261.98125,25510,80.7,397094,24291,100121
Marshall Islands,2005,137744500,289.2111111111,3272,64.7,52058,2148,6475
Mauritania,2005,2184444848.97637,3.0601406811,2955,66.3,3154087,56084,99141
Mauritius,2005,6283796154.76327,605.0512315271,12747,72.4,1222006,18483,127711
Mexico,2005,866346483685.297,56.4561362175,14961,75.1,109747906,710313,10515685
Middle East & North Africa,2005,1523380437771.82,30.8456778699,,,,,
Middle East & North Africa (excluding high income),2005,691545502187.006,35.1270925503,,,,,
Middle East & North Africa (IDA & IBRD countries),2005,686747796633.335,34.767158437,,,,,
Middle income,2005,9417148939182.46,62.0794719963,,,,,
Moldova,2005,2988338439.31553,125.1501026908,3318,69.5,4157707,168510,719070
Monaco,2005,4280072625.97622,16904,52761,,33808,11149,18977
Mongolia,2005,2523471601.79514,1.6262307217,6047,63.6,2526447,10804,42301
Montenegro,2005,2257118340.54619,45.6699628253,11090,75,616389,0,150072
Morocco,2005,62343022650.8742,68.0830808873,5363,72.7,30385479,43587,2383048
Mozambique,2005,7723846194.87446,26.8657341235,774,52.9,21126676,128846,628284
Myanmar,2005,,76.5040773846,2339,63.4,49984704,72323,1715050
Namibia,2005,7261333794.60003,2.4621044832,7279,53.1,2027026,104029,59385
Nauru,2005,,505.75,6097,,10115,2075,1898
Nepal,2005,8130258976.02982,177.9340565051,1708,67.4,25506847,644651,1124981
Netherlands,2005,678533764457.157,483.4084123223,43243,79.6,16331646,1731449,809685
New Caledonia,2005,,12.636761488,,74.62,228683,51014,5323
New Zealand,2005,114719425473.492,15.6997455471,31798,79.8,4134699,803572,555142
Nicaragua,2005,6321335612.22233,44.7010719628,3740,76.6,5379327,33219,429965
Niger,2005,3405134831.85049,10.6461166811,788,55.9,13485436,114444,257619
Nigeria,2005,112248324605.527,153.2893079482,4130,56.8,139611303,581729,781351
North America,2005,14267952115864.7,17.961332871,,,,,
North Korea,2005,,197.7686570883,1464,70.2,23813324,37144,88429
Northern Mariana Islands,2005,,139.9391304348,,75.9,64372,36049,2730
Norway,2005,308722079937.912,12.6580541828,63573,80.2,4624388,351024,174785
Not classified,2005,,,,,,,
OECD members,2005,36982245219788.2,34.8386677227,,,,,
Oman,2005,31081924577.3732,8.09980937,41270,76,2506891,638222,18117
Other small states,2005,180397220578.323,11.2832605662,,,,,
Pacific island small states,2005,5336625074.07214,32.2677258567,,,,,
Pakistan,2005,109502102510.883,198.9367774491,3910,62.2,153356383,3167999,3892494
Palau,2005,193300000,43.2760869565,14644,,19907,5368,3427
Panama,2005,16374277900,44.6502690342,11156,77.2,3319301,116986,128921
Papua New Guinea,2005,4865971718.29732,13.4410303405,1822,57.9,6086905,28640,4310
Paraguay,2005,8734653809.49561,14.5871960735,6007,74,5795493,164176,544803
Peru,2005,74947898079.8981,21.5706296875,7499,77.2,27610406,76449,983787
Philippines,2005,103071585462.599,288.9002012275,4804,69.1,86141373,189210,3658561
Poland,2005,304410137536.702,124.5893154441,16900,75.1,38463514,699220,3006993
Portugal,2005,197304513120.259,114.8281403739,26744,78.4,10480085,766605,1936066
Post-demographic dividend,2005,35360180289909.4,33.2453390701,,,,,
Pre-demographic dividend,2005,411459705763.105,31.6039008785,,,,,
Puerto Rico,2005,83914521340.5431,430.8187147689,37503,76.6,3761143,337632,1595892
Qatar,2005,44530494505.4945,72.0864771748,119134,76.3,836924,624746,17779
Republic of Ireland,2005,211388699291.133,60.3848744375,47775,79.7,4203700,589046,768255
Republic of Macedonia,2005,6258600713.82627,80.334014943,9247,73.8,2042894,126296,461105
Republic of the Congo,2005,6087002681.74095,10.2579385066,556,56.4,56089536,311670,165860
Romania,2005,99697566667.8107,92.7023436821,13941,72.4,21407619,131038,2141700
Russia,2005,764017107992.392,8.7610711301,18118,65.1,143622566,11662954,10537488
Rwanda,2005,2581465675.20506,365.1491690312,973,59.6,9008230,409872,287179
Saint Kitts and Nevis,2005,543169962.962963,188.9961538462,21064,,49139,3165,33521
Saint Lucia,2005,946681289,271.1590163934,10158,73.1,165407,7449,46513
Saint Vincent and the Grenadines,2005,550728666.666667,278.8435897436,9337,70.4,108749,4116,55213
Samoa,2005,465568018.300557,63.5787985866,5335,71.8,179928,5339,98788
San Marino,2005,1375416604.48689,487.3666666667,53928,,29242,4069,2912
São Tomé and Príncipe,2005,126194166.229261,159.5270833333,2321,65.5,153146,3360,29441
Saudi Arabia,2005,328459608764.111,11.5110690379,38892,77.8,24745230,6283624,180319
Senegal,2005,8707015771.00113,58.5311068405,2106,62.2,11268994,201695,472297
Serbia,2005,26252007830.4639,85.0762520009,10568,73.2,9186685,844426,957622
Seychelles,2005,919103254.545455,180.2173913043,17803,72,88747,8568,9776
Sierra Leone,2005,1627854494.80246,70.2586727625,1158,52.3,5071271,148640,145835
Singapore,2005,127417688055.756,6191.236574746,61921,80,4495531,1526620,226712
Sint Maarten,2005,,1086.2941176471,,,32528,,
Slovakia,2005,62493023255.814,111.7007692308,19549,74.3,5385192,129931,276429
Slovenia,2005,36346971769.6804,99.3284011917,26677,77.6,1996522,197118,122552
Small states,2005,232344375222.739,12.6514456773,,,,,
Solomon Islands,2005,413911362.345922,16.766916756,1602,61.8,469306,2836,3063
Somalia,2005,,13.4965696433,616,52.1,8466938,1159,1156112
South Africa,2005,257772766357.932,38.966657645,11133,52.7,48352951,1179704,617486
South Asia,2005,1053910008262.59,316.6384222658,,,,,
South Asia (IDA & IBRD),2005,1053910008262.59,316.6384222658,,,,,
South Korea,2005,898137194716.188,497.0374496644,25541,78.7,47605863,463564,2015413
South Sudan,2005,,,3221,55.3,8099908,0,243075
Spain,2005,1157276458151.97,87.4654972049,33396,80.3,43854761,4102922,1132062
Sri Lanka,2005,24406252456.5141,308.9299952161,5843,73.9,19526406,37860,1139726
St. Martin,2005,,512.9779411765,,,28591,11985,23107
Sub-Saharan Africa,2005,685042578986.808,32.2845478454,,,,,
Sub-Saharan Africa (excluding high income),2005,684118756365.298,32.2816664757,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2005,685042578986.808,32.2845478454,,,,,
Sudan,2005,26524538565.7403,16.872858165,2672,64.6,31990003,504726,1175176
Suriname,2005,1793776693.10555,3.1538397436,12225,69.9,491999,19755,251863
Swaziland,2005,2584089443.80671,64.223372093,5618,42.5,1104642,22239,40531
Sweden,2005,389042298376.845,22.0050982112,41184,80.6,9030163,1034109,271056
Switzerland,2005,407535656039.19,188.1956323701,51069,81.3,7408608,1696818,505447
Syria,2005,28858965517.2414,98.7788963338,5738,75.5,18132842,551070,865435
Tajikistan,2005,2312344310.51263,48.6257144899,1719,68,6805655,280136,548308
Tanzania,2005,16929976600.142,44.1020546399,1848,57.1,39065600,761657,238295
Thailand,2005,189318499954.003,128.920066942,10901,73.1,65863973,2163055,631347
The Bahamas,2005,7706222000,32.8914085914,25397,71.7,329243,44923,33926
The Gambia,2005,624174723.713404,142.3460474308,1552,64.9,1440542,176630,58835
Togo,2005,2115154262.03025,102.5596433168,1211,56.8,5578219,184229,328523
Tonga,2005,258739680.905816,140.0805555556,5006,70,100858,1212,48093
Trinidad and Tobago,2005,15982282467.617,252.8134502924,25439,71.1,1296933,40571,316883
Tunisia,2005,32273007553.5687,64.5532955716,8707,76.2,10102477,28474,575664
Turkey,2005,482979839089.015,88.1730402921,15176,76.2,67860617,1210738,2832586
Turkmenistan,2005,8104355716.8784,10.1032898517,6505,65.8,4747839,210315,230425
Turks & Caicos Islands,2005,,27.8421052632,18734,,26450,8149,1236
Tuvalu,2005,21839543.6333183,323.1333333333,2995,,9694,142,2932
U.S. Virgin Islands,2005,,308.18,,78.52,107768,54504,3803
Uganda,2005,9013834373.41246,140.3453931235,1217,53.5,28042413,649897,557002
Ukraine,2005,86142018069.3504,81.3026856295,7265,67.1,46795313,4694360,5592569
United Arab Emirates,2005,180617018379.85,53.61215311,102324,75.2,4481976,3183170,104870
United Kingdom,2005,2418941818181.82,249.6639771835,36665,79,60210012,5886598,4122100
United States,2005,13093726000000,32.2548765979,49762,77.6,296139635,36124882,2304005
Upper middle income,2005,7238885145734.62,41.5883730172,,,,,
Uruguay,2005,17362857683.8545,19.0013027083,12978,75.5,3325608,76365,296537
Uzbekistan,2005,14307509838.8053,61.5115185708,3030,68.5,25922239,1246984,1762197
Vanuatu,2005,394962552.336108,17.1759639048,2610,62.7,209375,1810,7454
Venezuela,2005,145513489651.872,30.3487500709,14981,74.6,26769115,1070405,415540
Vietnam,2005,57633255739.3984,265.7209662334,3485,73.3,84203817,47983,2061699
West Bank and Gaza,2005,4831800000,551.5607973422,,,,,
World,2005,47142587523753.3,50.2005308826,,,,,
Yemen,2005,16753772447.794,38.8362691062,4295,64.6,20504385,137832,631864
Zambia,2005,8331870169.14977,16.2009053122,2620,47.1,12043591,227993,177782
Zimbabwe,2005,5755215200,33.5644771875,1689,45.1,12984418,320377,409450
Afghanistan,2010,15936800636.2487,42.8303265631,1637,53.6,27962207,73174,5003276
Albania,2010,11926953258.916,106.3146350365,9374,77.2,2901883,46939,1110296
Algeria,2010,161207268840.911,15.1301817159,12494,76,36036159,229831,1633040
American Samoa,2010,,278.18,,72.8,55636,22991,1975
Andorra,2010,3346317328.52461,179.614893617,38982,84.7,84419,49544,7120
Angola,2010,82470913120.7314,17.0208983717,7047,57.6,21219954,64461,619310
Antigua and Barbuda,2010,1135539037.03704,198.2568181818,20567,75.8,87233,26040,60397
Arab World,2010,2103824906396.06,25.92333822,,,,,
Argentina,2010,461640242696.171,15.0630414844,15765,75.8,41222875,1767689,933164
Armenia,2010,9260284937.79781,104.091886196,6508,73,2963496,194741,910093
Aruba,2010,2467703910.61453,564.4277777778,33288,75.06,101597,32780,14120
Australia,2010,1142250506474.06,2.867858584,41330,82,22162863,5821210,487519
Austria,2010,390235099337.748,101.2996935599,42861,80.5,8391986,1275992,552251
Azerbaijan,2010,52902703376.1056,109.5423441734,15950,70.1,9099893,274411,1178793
Bahrain,2010,25713271276.5957,1655.2742782152,40553,78.7,1261319,638094,53941
Bangladesh,2010,115279077465.226,1164.7597526312,2459,68.8,151616777,1110039,6748118
Barbados,2010,4445500000,650.1534883721,15297,75.2,279566,19424,92135
Belarus,2010,55220932613.958,46.7718087728,15703,70.2,9492122,1090088,1478568
Belgium,2010,483577483443.709,359.8278071334,40764,80.1,10929978,1036630,489639
Belize,2010,1397113450,14.0994739149,8209,71.2,321609,44956,55112
Benin,2010,6970240895.49888,84.3366264633,1637,60.8,9509798,177454,514448
Bermuda,2010,5744414000,1302.48,56395,77.6,63954,17857,15996
Bhutan,2010,1585472534.10547,18.8956633523,6516,71.4,720246,44708,86206
Bolivia,2010,19649631308.1648,9.1555847872,5279,71.8,9918245,119859,779035
Bosnia and Herzegovina,2010,17163117551.4626,74.9073828125,9145,77.9,3835258,37841,1603536
Botswana,2010,12786662034.8563,3.6134155594,13642,55.6,2047831,106209,44474
Brazil,2010,2208872214643.02,23.7629673588,14660,73.6,198614208,586789,1526897
British Virgin Islands,2010,,181.4866666667,,,27223,13103,4519
Brunei,2010,12370616061.6062,74.6303605313,70636,77.1,393302,99582,45414
Bulgaria,2010,49939168133.207,68.1245302137,14886,73.7,7407297,74877,1136455
Burkina Faso,2010,8979966766.07232,57.134744152,1431,59,15632066,629595,1389421
Burundi,2010,2026864469.36388,368.42355919,725,60.4,9461117,215702,280873
Cambodia,2010,11242275198.9783,81.3708701564,2513,67,14363586,78719,943305
Cameroon,2010,23622483983.7101,43.5587696474,2571,57.8,20590666,280209,279137
Canada,2010,1613406134731.12,3.7395102661,40773,81.3,34126173,7003177,1229266
Cape Verde,2010,1664310769.55229,121.682133995,6005,71.1,490379,12921,151080
Caribbean small states,2010,59631444333.2797,16.9311325182,,,,,
Cayman Islands,2010,,231.2875,49795,,55509,23985,1382
Central African Republic,2010,1986014845.63184,7.1350171755,901,47.9,4444973,66524,238718
Central Europe and the Baltics,2010,1311611412790.09,94.6820929289,,,,,
Chad,2010,10657705072.2884,9.4475698856,1953,55.8,11896380,406162,197249
Channel Islands,2010,,839.9105263158,,,,74628,18133
Chile,2010,217538271334.738,22.8840829984,19204,78.5,17015048,369436,564332
China,2010,6039658508485.59,142.487743405,9430,74.3,1340968737,707128,8598028
Colombia,2010,287018184637.529,41.3863010365,10777,76.4,45918101,123584,2492579
Comoros,2010,516962886.786662,375.4406233208,1426,67.7,698695,11255,108553
Costa Rica,2010,36298327620.1953,89.0182726204,12322,79.8,4545273,391708,128869
Croatia,2010,59680624422.3702,78.9453359543,19989,76.7,4316425,553434,853824
Cuba,2010,64328200000,106.2395058249,18477,77.8,11308133,13880,1259441
Curaçao,2010,,334.9166666667,,,147605,34108,68289
Cyprus,2010,25247424010.9811,119.4464285714,33747,80.6,1103685,186325,161305
Czech Republic,2010,207015860050.371,135.6086224754,28111,77.5,10506617,397785,878343
Democratic Republic of the Congo,2010,20523285374.187,29.085689332,5533,60.4,4066078,428440,1225390
Denmark,2010,319810991980.939,130.7490690549,42997,79.4,5550959,509740,238234
Djibouti,2010,1128611700.3618,35.8413287317,2665,62.3,830802,95499,13658
Dominica,2010,493703703.703704,94.8893333333,10375,73.7,71167,4664,71438
Dominican Republic,2010,53864484468.2287,204.8423634106,11075,74.4,9897983,385696,1147301
